Authors,Headline,Time,Live,All_text,Category
Ritzau,"Sådan gik det, da FCK vandt sikkert",2023-08-05T13:23:22.909Z,0,"['FC København slår overbevisende Randers 4–0 i sæsonens første hjemmekamp. Sejren kunne sagtens have været større.\xa0', 'FCK sørgede allerede efter en halv time for at lukke kampen totalt.\xa0', 'Randers startede bedst, men FCK tog hurtigt kontrollen og viste stor skarphed før pausen.\xa0', 'Diogo Goncalves noterede sig for to scoringer, mens\xa0Roony Bardghji og\xa0Kevin Diks også kom på måltavlen for FCK.\xa0', 'De forsvarende mestre fortsætter med at sprudle offensivt, men i defensiven er der plads til en smule forbedring.\xa0', 'Randers skal finde andre værktøjer både offensivt og defensivt. Det så ikke for godt ud i Parken.', 'Foto: Claus Bech/Ritzau Scanpix\xa0', 'Kampen mellem F.C. København og Randers FC endte 4-0', 'Meget af tiden går med indkast og frispark centralt på banen. Begge hold skal bare have kampen afsluttet, ligner det.', 'Mohamed Elyounoussi er tæt på at score i sin debut!', 'Chancen falder efter et frispark, som sendes ind foran mål. Nordmanden kommer først og styrer bolden mod mål med højrefoden, men han rammer stolpen.', 'Bolden ryger tilbage i hænderne på Randers–målmand\xa0Patrik Carlgren.', 'Randers har en bedre periode på bolden, men gæsterne mangler værktøjer og kvalitet på den sidste tredjedel af banen.\xa0', 'Kampen er faldet markant i niveau og tempo. Randers forsvarer eget mål, mens FC København kører bolden rundt midt på banen.', 'Der er ingen plads centralt i banen, derfor kører bolden mellem kanterne og forsvaret.\xa0', 'FC København sender Nicolai Boilesen på banen. Det er de første minutter siden oktober til forsvareren. Han erstatter\xa0Roony Bardghji.', 'Boilesen overtager anførerbindet og går ind i det centrale forsvar. Kevin Diks går frem på kanten.\xa0', 'Foto: Claus Bech/Ritzau Scanpix\xa0', 'FC Københavns Nicolai Boilesen modtager instrukser fra cheftræner Jacob Neestrup. Det ligner et comeback til den rutinerede forsvarer.\xa0', 'Samtidig er\xa0Roony Bardghji i græsset og skal have behandling. Svenskeren gled lidt akavet i en duel.', 'Foto: Claus Bech/Ritzau Scanpix\xa0', 'Randers skifter\xa0Edgar Babayan med Tobias Klysner.\xa0', 'Nicolai Boilesen varmer op til en indskiftning for FC København. Han har længe været ude med en knæskade.\xa0', 'Randers kommer til en sjælden mulighed.\xa0', 'Stephen Odey modtager en dyb bold og kommer alene igennem, men Kamil Grabara redder.\xa0', 'Kort efter løftes flaget for offside.\xa0', 'Foto: Claus Bech/Ritzau Scanpix\xa0', 'FC Københavns dominans fortsætter.\xa0', 'Kombinationerne sidder i skabet, mens Randers er presset langt tilbage på egen banehalvdel.\xa0', 'Indskiftede Jordan Larsson er tæt på at skabe en stor chance med en udfordring på kanten. Svenskeren virker sulten efter en scoring.', 'FC København skifter på to positioner.\xa0Rasmus Falk og\xa0Orri Oskarsson forlader banen og giver plads til Oscar Højlund og Jordan Larsson.', 'F.C. København har scoret! Stillingen er nu: 4-0', 'Kevin Diks pander et hjørnespark i kassen!', 'Den hollandske FCK–forsvarer får alt for meget plads i Randers–feltet, og så kan han med et perfekt løb heade hjemmeholdet på 4–0.\xa0', 'Christian Sørensen stod for det gode oplæg med hjørnesparket.', 'Foto: Claus Bech/Ritzau Scanpix\xa0', 'Foto: Claus Bech/Ritzau Scanpix\xa0', 'Rasmus Falk bremser\xa0Ernest Agyiri med en glidende tackling og får et gult kort.\xa0', 'Det har været småt med optræk til muligheder efter pausen. Randers truer slet ikke FC Københavns mål. Omvendt har hjemmeholdet ikke første halvlegs sult.', 'Diogo Goncalves forlader banen med to mål i bagagen. Han bliver erstattet af Lukas Lerager.\xa0', 'Randers skifter også.\xa0Simen Nordli og\xa0Mikkel M. Pedersen forlader banen og giver plads til Mads Albæk og Ernest Agyiri. Sidstnævnte får debut.', 'Randers virker ikke til at have troen på et comeback. Samtidig er FC København godt tilfreds, og derfor er intensiteten faldet en smule.\xa0', 'FC København er igen ved at bringe sig ud i en skidt situation på grund af dårligt opspil i de bagerste rækker.\xa0', 'William Clem sender en svær bold tilbage til\xa0Kamil Grabara. Polakken rammer bolden dårligt, hvilket giver en farlig situation uden for feltet, som fører til et frispark.\xa0', 'Frisparket bliver dog sparket i FCK–muren.', 'Foto: Claus Bech/Ritzau Scanpix\xa0', 'FC København har startet anden halvleg i fuld kontrol.\xa0', 'Hjemmeholdet presser Randers langt tilbage i eget felt. Det ligner mere 4–0 end en reducering.\xa0', 'Foto: Claus Bech/Ritzau Scanpix\xa0', 'Mohamed Elyounoussi modtager stor jubel, da han første gang modtager bolden. Sekunder senere skaffer han et hjørnespark.', 'Hjørnesparket fra\xa0Diogo Goncalves mangler kvalitet.']",Sport
Ritzau,Dansk landsholdsbobler på vej til Portugal,2023-08-05T13:04:52.694Z,0,"['Morten Hjulmand kan være på vej til den portugisiske storklub Sporting CF, meddeler Lecce.', 'Midtbanespilleren Morten Hjulmand har etableret sig som profil og anfører i den italienske klub Lecce, som han i sidste sæson var med til at sikre en ny sæson i Serie A.', 'Og nu kan han være på vej videre i karrieren.', 'Lecce meddeler således i en kort meddelelse på sin hjemmeside, at 24-årige Hjulmand ikke er med i klubbens testkamp mod spansk Cadiz, da han har fået fri til at forhandle med den portugisiske storklub Sporting CF.', 'Som Rasmus Højlund, der lørdag er skiftet fra Atalanta til Manchester United, har Hjulmand en fortid i FC Københavns ungdomsafdeling.', 'Han nåede dog ikke at få førsteholdsdebut, inden han i sommeren 2018 rykkede videre til østrigske Admira Wacker, hvor han blev fast mand.', 'Lecce købte ham fri i januar 2021, og i sin første hele sæson i Italien rykkede Hjulmand op i den bedste række, inden han og Lecce i sidste sæson blev nummer 16.', 'Morten Hjulmands præstationer har fanget landstrænerens opmærksomhed, men endnu har Kasper Hjulmand, som ikke har familiære bånd til Morten Hjulmand, kun udtaget midtbanespilleren uden at give ham debut.']",Sport
Rasmus Lomholt Leth,Hjulmand lykønsker Højlund: Vigtigt for landsholdet,2023-08-05T12:40:49.675Z,0,"['Kasper Hjulmand ønsker Rasmus Højlund tillykke, mens Atalanta tager afsked.', 'Rasmus Højlund er skiftet til Manchester United.', 'Dét glæder den danske landstræner Kasper Hjulmand, der lykønsker angriberen.', '- Det er en meget spændende mulighed, som kommer efter hårdt og målrettet arbejde fra Rasmus. Det glæder jeg mig rigtig meget over på hans vegne, siger Hjulmand ifølge landsholdets Twitter.', '- Det er også vigtigt for Herrelandsholdet at have spillere i klubber på det allerøverste niveau, hvis vi skal kunne konkurrere med de største nationer.', 'Højlund har indtil videre spillet seks landskampe under Kasper Hjulmand med seks mål til følge.', 'This is a modal window.', 'Beginning of dialog window. Escape will cancel and close the window.', 'End of dialog window.', '', '', 'This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.', 'Den 20-årige dansker åbnede EM-kvalifikationen i marts med et hattrick mod Finland, som han fulgte op med to kasser mod Kasakhstan. ', 'Senest scorede han til 1-1 i opgøret mod Slovenien.', 'På sin hjemmeside har den nu tidligere arbejdsgiver Atalanta sagt farvel til Højlund.', ""- Den 20-årige danske angriber forlader klubben for at slutte sig til 'De Røde Djævle' efter en hel sæson fuld af tilfredsstillelser – både personligt og kollektivt som hold."", '- Atalanta B.C. udtrykker de hjerteligste hilsener og taknemmelighed over for Rasmus og ønsker ham alt det bedste for sine fremtidige bestræbelser i Premier League.', 'Højlund nåede en enkelt sæson hos Atalanta, hvor han i alt præsterede 10 mål og 4 assists gennem 34 kampe.']",Sport
Oliver Orup Kristensen,Transferguru afslører: Højlund er skadet – tvivlsom til sæsonstart,2023-08-05T11:56:25.364Z,0,"['Der går fortsat noget tid, før Rasmus Højlund kan få sine første minutter for den engelske storklub. ', 'Lørdag eftermiddag blev Rasmus Højlund officielt præsenteret som ny Manchester United-spiller. ', 'Men man skal ikke forvente at se danskeren i spil i de kommende uger. ', 'Det skriver den velansete transferguru og journalist Fabrizio Romano på det sociale medie X. ', '- Rasmus Højlund fik en mindre skade i pre-season med Atalanta. Derfor er han ikke klar til at spille endnu. Han træner som altid, men det vil tage ""et par uger"" at nå kampformen, skriver Romano. ', 'Manchester Uniteds første Premier League-kamp i denne sæson er om ni dage, hvor Wolverhampton venter. ', 'Det opgør kommer Højlund ikke til at deltage i, hvis man skal tro Romano. ', 'Heldigvis har den 20-årige dansker ikke travlt. I hvert fald har han underskrevet en femårig kontrakt med Manchester United. ', 'Prisen på danskeren lyder i omegnen af 560 millioner danske kroner, hvilket gør ham til den dyreste danske fodboldspiller i historien.']",Sport
Anton Sigaard,Højlund sætter ord på sit drømmeskifte,2023-08-05T11:49:29.769Z,0,"['Danskeren blev præsenteret foran Manchester Uniteds hjemmepublikum på Old Trafford.', 'Efter mange måneders venten er det nu officielt, at Manchester United køber Rasmus Højlund i Atalanta.', 'Den 20-årige danske angriber fik allerede mulighed for at hilse på sine nye fans allerede før sin første kamp for klubben.', 'Kort før starten på Uniteds venskabskamp mod franske Lens blev Højlund nemlig præsenteret på et næsten udsolgt Old Trafford.', '- Det er ingen hemmelighed, at jeg har været en fan af klubben, siden jeg var en lille dreng. Jeg har altid drømt om at træde ind på Old Trafford som United-spiller, fortæller Højlund til klubbens hjemmeside.', '- Jeg er utrolig glad for at have fået denne mulighed for at føre min drengedrøm ud i livet. Samtidig er jeg opsat på at gengælde den tillid, som klubben har vist mig. Jeg er stadig på et tidligt stadie i min karriere, men jeg ved, at jeg er klar til at tage dette skridt og spille sammen med denne gruppe af verdensklasse spillere.', 'Premier League-sæsonen starter for Uniteds vedkommende den 14. august hjemme på Old Trafford mod Wolverhampton.']",Sport
Jacob Qvirin Petersen,Højlund i eksklusiv klub – disse danskere har også spillet i United,2023-08-05T11:33:10.574Z,0,"['Kun syv danske fodboldspillere har tidligere repræsenteret den engelske storklub Manchester United.', '20-årige Rasmus Højlund får nu mulighed for at skrive sit helt eget kapitel til historien om danske fodboldspillere i Manchester United.', 'Lørdag skrev han under på en kontrakt, der løber frem til 2028 og med option på yderligere et år, der samtidig gjorde ham til den dyreste danske fodboldspiller nogensinde.', ""Når han får debut for Manchester United, bliver han den ottende dansker, der optræder for 'De Røde Djævle'. Her følger hans forgængere:"", 'Den vævre dribler blev første dansker i United, da han skiftede til klubben fra Ajax. Fire år senere tog han videre til Bordeaux, efter han havde spillet 82 kampe og scoret 16 mål. Olsen nåede at vinde FA Cuppen med United i sin første sæson. ', 'Højrebacken blev hentet til United af Alex Ferguson efter at have scoret et blændende mål for det danske landshold i slutningen af 1985. Sivebæk sørgede endda for det første mål, der blev scoret med Ferguson som manager, men det blev også danskerens sidste i trøjen.', 'Ét mål og 15 kampe blev det til.', 'Den med længder mest succesfulde dansker i klubben. Da han kom til, havde United ikke vundet mesterskabet i 24 år, og da han rejste, var der tilføjet fem mesterskaber til samlingen. ', 'United-karrieren kulminerede i 1999, da klubben vandt mesterskabet, FA Cuppen og Champions League i samme sæson. Peter Schmeichel spillede hele 398 kampe i den røde tørje og scorede ovenikøbet et enkelt mål.', 'Fynboen kom til klubben som et stort talent, men fik aldrig sit gennembrud. Det blev blot til en enkelt kamp som indskifter i Champions League mod Maccabi Haifa i 2002. Siden lejede United ham ud i størstedelen af kontraktperioden.', 'Målmanden var på kontrakt i United i fem år, men alligevel blev det blot til 29 optrædener på førsteholdet, herunder 19 i Premier League. 10 af dem faldt i 2012/13-sæsonen, hvor United blev suveræn mester.', 'Det er ikke kun på herresiden, Danmark har været repræsenteret med en fodboldspiller i United. ', ""Signe Bruun blev i januar 2022 kåret til 'Årets kvindelige fodboldspiller' anno 2021, og en uge efter røg hun på udlån fra Lyon til Manchester United."", 'Det blev dog kun til syv kampe for Manchester Uniteds kvindehold, da en skade forhindrede Bruun i for alvor at vise sig frem. Derfor returnerede danskeren allerede til franske Lyon efter et halvt år i England. ', 'Sidste sommer blev Christian Eriksen så den syvende dansker i United, da den danske landsholdsstjerne skiftede til storklubben på en treårig kontrakt, efter han havde været et halvt år i danskerklubben Brentford.', 'Christian Eriksen har nu efterhånden slået sit navn fast i United, hvor han er blevet en vigtig spiller. I første sæson blev det til 44 kampe med 2 mål til følge. Derudover leverede han også 10 assists. ', 'The Rest is History ...']",Sport
Joachim Glenthøj,Højlund skifter til United – får voldsom velkomst,2023-08-05T11:30:27.241Z,0,"['Den 20-årige angriber bliver holdkammerat med Christian Eriksen i Manchester United.', 'Rasmus Højlunds kometkarriere har fået endnu et nøk op.', 'Den danske angriber kan efter flere ugers tranferrygter nu officielt kalde sig Manchester United-spiller. Det bekræfter klubben på sin hjemmeside.', '20-årige Højlund har skrevet under på en femårig kontrakt, der sender angriberen fra italienske Atalanta til den engelske storklub.', 'Højlund blev præsenteret foran Manchester United-tilhængerne i forbindelse med klubbens testkamp mod Lens hjemme på Old Trafford lørdag klokken 13.45.', 'Klokken 13.37 blev danskeren introduceret på Old Trafford, hvor han kom ud på banen til store jubelbrøl og klapsalver af tilskuerne. ', 'Fodbolddirektør i klubben, John Murtough, jubler over handlen. ', '- Rasmus er et helt usædvanligt talent. Han besidder tekniske og fysiske egenskaber, som rangerer ham blandt de bedste spillere i verden for hans aldersgruppe. Arbejdet under Erik ten Hag og hans trænere vil give Rasmus den perfekte udviklingsplatform. ', '- Alle på tværs af klubben vil sikre, at han får den tid og al den støtte, der kræves for at nå sit enorme potentiale.', 'Prisen lyder i omegnen af 560 millioner danske kroner, hvilket gør ham til den dyreste danske fodboldspiller i historien.', 'I Manchester United bliver Højlund desuden holdkammerat med Christian Eriksen.', 'I løbet af det seneste halvandet år har den tidligere FCK-spiller taget turen fra Danmark til østrigste Sturm Graz og videre til Atalanta. For et år siden betalte den italienske klub omkring 130 millioner kroner for Højlund.', 'I denne sæson har danskeren scoret 10 mål i 34 kampe med 4 assist til følge.', 'Det er ikke kun i Serie A, at Højlund har gjort sig bemærket. På det danske landshold har han sat sig solidt på angriberpositionen med seks mål i sine seks landskampe, heriblandt et mindeværdigt hattrick i Parken mod Finland.', 'This is a modal window.', 'Beginning of dialog window. Escape will cancel and close the window.', 'End of dialog window.', '', '', 'This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.', 'Nu skal Højlund score mål for en af verdens største klubber. Premier League-sæsonen starter for Uniteds vedkommende den 14. august hjemme på Old Trafford mod Wolverhampton.']",Sport
Nicolai Dvinge,"Hvis alt flasker sig, venter et kæmpestort brag for Wozniacki",2023-08-05T10:47:04.207Z,0,"['USA vil følge med, hvis Wozniacki spiller sig i tredje runde, mener redaktør.', 'Caroline Wozniacki er få dage fra sit comeback til den absolutte tennistop.', 'Tirsdag skal danskeren, der stoppede karrieren for mere end tre år siden, spille sin førsterundekamp ved WTA 1000-turneringen i Montreal.', 'Det er fastlagt, det bliver tirsdag, men modstanderen er endnu uvis. Fast ligger det dog, at Wozniacki møder en kvalifikationsspiller i første runde.', 'I en eventuel anden runde venter den nykårede Wimbledon-mester, Marketa Vondrousova, inden den amerikanske darling Coco Gauff venter i en eventuel tredje runde.', '- Det er både godt og ondt med den her lodtrækning, siger TV 2 Sports tennisredaktør Henrik Jensen, inden han uddyber:', '- Det er godt, at det ikke er verdensetteren Iga Swiatek eller hardhitteren Aryna Sabalenka, som Wozniacki møder i allerførste kamp. Det havde ikke været sjovt. På papiret får hun en spiller, der ikke er i top-50, så det giver hende muligheder.', '- Det der kan gøre ondt, er, at hun møder en spiller, der kommer med kampe fra kvalifikationen i bagagen. Så altså en spiller, der er varm, og som kommer med selvtillid fra nylige sejre.', 'Skulle Wozniacki, der vandt Australian Open i 2018, avancere til anden runde, står hun over for en meget svær modstander. Henrik Jensen øjner dog en mulighed.', '- Vondrousova træder ind med tennisscenens nok største selvtillid efter den sensationelle sejr ved Wimbledon. Så det bliver jo en stor mundfuld at møde en spiller, der lige har vundet en Grand Slam. Men hun har endnu ikke vist det helt store på hardcourt, så det kan være Wozniackis håb.', 'Det vil dog først være i en eventuel tredje runde, at resten af verden for alvor vil begynde at slikke sig om munden.', '- Slår hun Wimbledon-mesteren, vil det være en kæmpe kamp at møde Gauff i tredje runde. Det vil også være kæmpestort for de amerikanske medier. Gauff er deres stor håb, mens også altid har været vilde med Wozniacki i USA. Det er to generationer, der mødes. Det vil være stort, lyder det fra Henrik Jensen.', 'Turneringen i Montreal er også kendt som Rogers Cup. Her triumferede Wozniacki i 2010 og nåede finalen i 2017.', 'Du kan se kampene direkte på TV 2 Sports kanaler. Se sendeplanen her. ']",Sport
Ritzau,Japan sender Norge ud af VM,2023-08-05T10:12:20.819Z,0,"['Japan er klar til VM-kvartfinalen efter en 3-1-sejr over Norge i ottendedelsfinalen.', 'Japans fodboldkvinder er klar til VM-kvartfinalen, mens Norges landshold kan rejse hjem fra slutrunden i New Zealand og Australien.', 'Det er status, efter at Japan lørdag formiddag dansk tid vandt ottendedelsfinalen mellem de to hold med 3-1.', 'Japanerne styrede store dele af opgøret i Wellington, men japanerne kan også takke for et par norske gaver undervejs.', 'Efter et kvarters spil prøvede Ingrid Engen at blokere et ufarligt indlæg. Uheldigvis for Barcelona-spilleren endte hun med at rette bolden så meget af, at den snød hendes egen målmand.', 'Nordmændene kom med et hurtigt modsvar i den anden ende. Det var første gang i kampen, at Norge var i nærheden af Japans mål, da Guro Reiten med et flot hovedstød bragte måltavlen i balance.', 'Fem minutter efter pausen var Norge i gavehumør igen. Vilde Boe Risa endte ufrivilligt med at spille Risa Shimizu fri i det norske felt, og japaneren takkede for den foræring og scorede til 2-1 på en afrettet afslutning.', 'Nordmændene forsøgte at tvinge spillet længere frem på banen, men uden at være tæt på en udligning.', 'I stedet blev nordmændene fanget på et kontraangreb med ti minutter tilbage af den ordinære spilletid. Turneringstopscorer Hinata Miyazawa løb fra forsvaret og gjorde det til 3-1 med sin femte scoring ved slutrunden.', 'I kvartfinalen kommer Japan på en vanskelig opgave. Enten venter Sverige eller de amerikanske VM-favoritter. Det afgøres søndag.']",Sport
Nicolai Dvinge,Mads P. har trænet som et hul i jorden – Skjelmose har mærket det på egen krop,2023-08-05T09:52:25.335Z,0,"['Mattias Skjelmose tog en syv timers træningstur med Mads Pedersen, og det kunne mærkes i benene.', 'Belgien udnævnes som den største favorit til søndagens VM-linjeløb hos herrerne med Remco Evenepoel og Wout van Aert som de helt store frontfigurer. ', 'Men efter de belgiske stjerner er det faktisk de danske navne, der dukker op blandt de bedste vinderbud. Særligt Mads Pedersen og Kaper Asgreen er seriøse bejlere til at vinde VM-medaljer, hvorfor de to formstærke danskere også er taget til Glasgow som kaptajnerne hos Danmark.', 'Førstnævnte, der kørte flot under Tour de France, har i den grad holdt cyklen i gang efter den franske Grand Tour.', '- Jeg har brugt tiden efter Tour de France på lidt hvile, og så har jeg ellers trænet som et hul i jorden de sidste dage, så jeg ikke gik helt i dvale her op mod VM.', '- Så det er lige at finde balancegangen efter Touren og så stadigvæk holde motoren kørende, siger Mads Pedersen til TV 2 Sport.', 'Mattias Skjelmose, en anden dansk stjerne, der også er med til VM i Glasgow, har mærket på egen krop, hvordan Mads Pedersen har været topmotiveret frem mod søndagens verdensmesterskab.', '- Vi var ude sidste søndag. Jeg synes, at jeg var godt kørende, men der tæskede han (Mads P., red.) mig fuldstændig igennem. Vi endte på syv timer med næsten 37 kilometer i timen i snit. Mads var én, der var motiveret.', '- Det er fedt for mig, når jeg har bøvlet lidt med den, og jeg så kommer ud til ham og ser, hvor motiveret han er. Så kommer motivationen også langsomt til mig, siger Skjelmose til TV 2 Sport.', 'Mads Pedersen, der jo som bekendt har prøvet at vinde et VM før, lægger ikke skjul på, hvor vigtigt søndagens løb er for ham.', 'Hvor vigtigt er det her VM for dig?', '- Det er meget vigtigt. Det er det, der har været målet siden Giroen. Der har det hele været forberedelse til på søndag.', 'Hvordan passer det, at VM ligger så kort tid efter Touren?', '- Det må vi se. Men formopbygningen igennem Touren har været sindssygt god, synes jeg. Den sidste uge ramte jeg, lige som vi gerne ville have det. Så formen kunne ikke være bedre.', '- For mig synes jeg, at det ligger fint her – det her med, at man ikke skal ned i form igen for så at bygge den op igen til et VM i september. Nu er det bare direkte på 14 dage efter. Så man kan næsten ikke lave så mange fejl i forhold til formen, siger Mads Pedersen.', 'Herrernes VM-linjeløb køres søndag, og du kan se det hele på TV 2 Sport og TV 2 Play. Få overblikket i sendeplanen her.']",Sport
Nicolai Dvinge,Vigtige handler på plads i City og Chelsea,2023-08-05T09:22:45.773Z,0,"['Kampen om top-fire i Premier League spidser til. ', 'Det bliver vanen tro handlet på livet løs hos Premier League-klubberne. ', 'Og lørdag formiddag er ingen undtagelse, da Manchester City og Chelsea hver især netop har præsenteret en vigtig signing. ', 'City, der har vundet Premier League de seneste tre sæsoner, har hentet den kroatiske stjerne Josko Gvardiol. ', 'Kroaten er hentet i RB Leipzig, og han har længe været en verdens allermest eftertragtede midtstoppere. Særligt efter VM i Qatar, hvor han kamp efter kamp storspillede. ', '- At blive en del af City er noget helt særligt for mig og min familie. Det er også fantastisk at få chancen for at arbejde med Pep Guardiola, siger Gvardiol til Citys hjemmeside. ', 'Gvardiol har skrevet under på en femårig aftale med Treble-vinderne og bliver klubbens anden handel efter kroatiske Mateo Kovacic. ', ""Manchester City væltede sig i succes i den seneste sæson, da de fuldendte 'The Treble'. "", 'Chelsea står som en skærende kontrast til dét, da de skuffede og blev nummer 12 i Premier League. Storklubben har denne sommer været igennem et enormt generationsskifte, og lørdag er den seneste tilføjelse blevet præsenteret. ', 'Robert Sanchez skifter nemlig fra Premier League-rivalerne Brighton og har skrevet under på en syvårig aftale med Chelsea. ', 'Den spanske keeper fik debut for sit land sidste år, hvorfor det er en stor kapacitet, Chelsea tilknytter. ', 'London-klubben har nu hentet Christopher Nkunku, Axel Disasi, Nicolas Jackson, Lesley Ugochukwu, Angelo og altså Robert Sanchez i dette transfervindue. ']",Sport
Anton Sigaard,"- Det har været svært, siger van Aert om VM-optakt",2023-08-05T08:35:13.910Z,0,"['Belgieren har haft en anderledes optakt til søndagens linjeløb.', 'Wout van Aerts Tour de France blev forkortet med fire etaper, da belgieren efter 17. etape hastede hjem til Belgien for at overvære sin kones fødsel.', '- Det har virkelig været fantastisk at opleve den glæde som familie. Jeg har fået lov til at sove og hvile mig, selvom jeg nu er far til to. Min kone har gjort meget af det hårde arbejde, fortæller en smilende van Aert til TV 2 Sport.', 'Til trods for de lykkelige omstændigheder har det været en udfordring for Jumbo-Visma-rytteren at omstille sig fra at være blevet nybagt far til igen at rette fokus på træningen frem mod VM.', '- Det har været en anderledes optakt. Især mentalt har det været underligt at udgå af Touren og skifte til et anderledes liv i et par dage for så igen at genfinde fokus på cykling. Det har været svært at skulle omstille sig.', '- Det, at jeg udgik af Touren, betød, at jeg skulle træne mere. Da Touren sluttede i Paris, skulle jeg til at genoptage min træning. Jeg har haft en god træningsblok, som, jeg håber, har gjort mig klar til at køre et godt VM.', 'Van Aerts sejrsliste tæller mange af cykelsportens største sejre, men han har endnu ikke kunnet iklæde sig regnbuetrøjen på landevejen.', 'Han har stor tiltro til, at han eller en af sine otte landsmænd kan køre med om en god placering.', '- Jeg er stolt over at være en del af så stærkt et landshold. Vi stiller til start med stor selvtillid og en tro på, at vi kan køre et stort resultat hjem. Vi er tre alsidige kaptajner, så ligegyldig hvordan løbet udvikler sig, har vi flere muligheder for at gøre os gældende.', 'Van Aerts bedste placering til VM i linjeløb er en andenplads fra 2020.']",Sport
Frederik Josephsen Kargo,Verdensmester vil af med Mads P.,2023-08-05T07:55:07.464Z,0,"['De belgiske VM-ryttere har stor fidus til to danskere før søndagens løb.', 'Hvem skal man slå for at vinde VM i linjeløb på søndag?', 'Ifølge det belgiske VM-hold, der selv råder over tre af de største favoritter i Wout van Aert, Remco Evenepoel og Jasper Philipsen, er danskerne et godt bud.', '- At køre med ryttere som Mads Pedersen og Mathieu van der Poel (hollænder, red.) til målstregen er noget, jeg ikke kan. Vi har Wout, der kan slå dem, så jeg skal af med de ryttere, jeg lige nævnte, siger Evenepoel til TV 2 Sport.', 'Du har også nævnt Kasper Asgreen tidligere. Kigger I på Danmark?', '- Hvis man ser på, hvordan han sluttede Touren med næsten to etapesejre, var det ret fantastisk. Asgreen er i supergod form, og det samme er Mads.', '- Det er et land, jeg godt kan lide at køre mod, for de er altid klar på at køre ræs uden at tænke for meget. Danmark er altid et land, vi skal kigge efter og passe på, siger Evenepoel.', 'Han følges op af sprintstjernen Jasper Philipsen:', '- Vi kigger på de stærke ryttere, som altid vil være der: Tadej Pogacar, Mads Pedersen og Mathieu van der Poel. Det er ryttere, vi alle regner med, tilføjer Philipsen.', 'Danmark kommer ind til VM med to kaptajner, og det er netop de to ovennævnte ryttere.', 'Den ene er den tidligere verdensmester fra 2019, Mads Pedersen, og den anden hedder Kasper Asgreen.', 'Netop dét, at de har to så stærke ryttere, der begge er blandt favoritterne, er en stor bonus, mener belgierne.', '- De er én af de tre til fire store nationer til start med to ryttere, der er i stand til at blive verdensmester, siger VM-rytteren Tiesj Benoot.', '- I Mads Pedersen har de en fyr, der har erfaringen til at blive verdensmester, men både Pedersen og Asgreen viste god form i slutningen af Touren. Så dem kigger vi på, siger han.', 'Også Jasper Stuyven, der til daglig kører på hold med Mads Pedersen og Mattias Skjelmose på Lidl-Trek, har store forventninger til danskerne.', '- Jeg kender Mads en del og Mattias en smule. Jeg ved, at Mads på sine gode dage er utrolig stærk, og det er ikke en rytter, man nemt slår med taktik. ', '- Du skal kombinere stærke ryttere og taktik for at slå ham på sådan en dag. Men det er et stærkt hold og et solidt hold i jagten på at nå guld, og efter Belgien er Dannark ét af de stærkeste hold.', 'Herrernes linjeløb køres søndag, og du kan følge det hele på TV 2 Sport og TV 2 Play fra klokken 10.30.']",Sport
Ritzau,Spanien banker Schweiz ud af VM,2023-08-05T07:02:03.577Z,0,"['Spanien vandt 5-1 over Schweiz i VM-ottendedelsfinalen og kunne sagtens have vundet den ensidige kamp større.', 'Spaniens fodboldkvinder er som det første hold kvartfinaleklar ved VM i Australien og New Zealand.', 'Lørdag formiddag dansk tid var spanierne overlegne og vandt ottendedelsfinalen over Schweiz med 5-1 i Auckland.', 'Allerede ved pausen var al spænding fjernet, for de altdominerende spaniere førte med 4-1.', 'Mest bemærkelsesværdigt var det, at Schweiz overhovedet havde scoret, for alpelandet stod ikke noteret for en eneste afslutning i første halvleg.', 'Schweizernes mål var nemlig et yderst mærkværdigt selvmål til 1-1 efter ti minutters spil. Fra midten af banen lavede Laia Codina en alt for hård og upræcis tilbagelægning, som gik direkte ned i eget net.', 'Forinden havde Aitana Bonmatí sendt Spanien i front med en klog venstrebensafslutning.', 'Schweiz kom igennem det indledende gruppespil uden at indkassere mål, men holdets defensiv var overmatchet mod Spanien.', 'Kort efter den komiske udligning på selvmål tog Spanien igen føringen, da Alba Redondo kom forrest på bolden tæt under mål.', 'Inden pausen øgede Aitana Bonmatí og Laia Codina til 3-1 og 4-1, og i begge tilfælde var forsvarsspillet alt andet end overbevisende.', 'Lussingen kunne sagtens være blevet meget større i en kamp, hvor Spanien vandt skudstatistikken 25-2. Spanierne scorede blot en enkelt gang i anden halvleg, da Jennifer Hermoso udnyttede en friløber.', 'I kvartfinalen skal Spanien enten møde Holland eller Sydafrika. Det bliver afgjort søndag.']",Sport
